ID,Category,Subcategory,Value,Timestamp
3466,Fruit,Berry,88.47,2024-02-29T12:56:00
3467,Grain,Barley,51.62,2024-01-18T13:41:00
3468,Vegetable,Pepper,37.54,2024-01-22T18:47:00
3469,Vegetable,Pepper,93.78,2024-01-19T04:26:00
3470,Dairy,Cheese,30.01,2024-01-03T19:28:00
3471,Vegetable,Tomato,46.66,2024-01-23T07:18:00
3472,Protein,Tofu,98.98,2024-01-17T02:23:00
3473,Grain,Barley,64.5,2024-02-24T23:28:00
3474,Dairy,Cheese,25.24,2024-03-06T17:20:00
3475,Fruit,Apple,75.11,2024-03-03T01:54:00
3476,Grain,Barley,99.56,2024-02-05T01:44:00
3477,Fruit,Grape,95.8,2024-03-06T04:04:00
3478,Protein,Chicken,71.86,2024-02-25T05:57:00
3479,Protein,Chicken,44.41,2024-03-07T02:02:00
3480,Fruit,Banana,81.35,2024-03-07T00:06:00
3481,Fruit,Banana,40.54,2024-02-16T13:31:00
3482,Grain,Corn,78.95,2024-01-10T10:22:00
3483,Vegetable,Broccoli,76.04,2024-02-22T18:37:00
3484,Fruit,Orange,37.28,2024-02-29T18:13:00
3485,Dairy,Cheese,91.38,2024-02-13T22:14:00
3486,Vegetable,Broccoli,10.62,2024-02-28T10:32:00
3487,Fruit,Grape,90.02,2024-02-14T17:51:00
3488,Vegetable,Broccoli,34.9,2024-03-03T17:34:00
3489,Grain,Oats,78.95,2024-03-04T16:12:00
3490,Dairy,Cream,28.25,2024-01-04T06:05:00
3491,Vegetable,Spinach,52.66,2024-01-03T08:40:00
3492,Vegetable,Broccoli,56.79,2024-03-05T23:19:00
3493,Dairy,Yogurt,94.53,2024-01-15T09:49:00
3494,Protein,Fish,48.05,2024-02-10T00:53:00
3495,Dairy,Cheese,74.63,2024-03-04T06:25:00
3496,Vegetable,Spinach,61.14,2024-02-04T23:21:00
3497,Dairy,Cheese,3.77,2024-01-20T06:22:00
3498,Protein,Fish,15.69,2024-01-02T02:21:00
3499,Dairy,Yogurt,72.39,2024-03-08T20:28:00
3500,Protein,Tofu,48.22,2024-01-16T12:15:00
3501,Dairy,Cheese,59.13,2024-02-15T14:39:00
3502,Dairy,Cream,38.06,2024-02-14T04:02:00
3503,Vegetable,Tomato,48.72,2024-02-14T01:18:00
3504,Grain,Rice,67.21,2024-01-06T21:27:00
3505,Dairy,Cheese,31.62,2024-01-21T10:00:00
3506,Vegetable,Broccoli,61.26,2024-03-07T08:00:00
3507,Fruit,Orange,36.29,2024-02-11T19:24:00
3508,Protein,Chicken,84.16,2024-02-17T16:57:00
3509,Vegetable,Spinach,36.99,2024-01-03T23:44:00
3510,Grain,Rice,95.25,2024-02-16T04:28:00
3511,Fruit,Banana,55.78,2024-02-18T16:11:00
3512,Protein,Chicken,97.07,2024-01-06T02:16:00
3513,Grain,Barley,52.77,2024-01-23T06:32:00
3514,Dairy,Cheese,69.28,2024-02-29T05:42:00
3515,Vegetable,Spinach,69.27,2024-02-11T12:17:00
3516,Vegetable,Carrot,97.96,2024-01-25T04:34:00
3517,Protein,Fish,10.04,2024-01-18T07:05:00
3518,Fruit,Orange,52.73,2024-01-06T12:57:00
3519,Vegetable,Spinach,25.15,2024-03-10T07:54:00
3520,Protein,Tofu,46.96,2024-02-18T20:56:00
3521,Fruit,Banana,79.21,2024-01-07T15:35:00
3522,Vegetable,Pepper,12.52,2024-01-08T14:09:00
3523,Grain,Wheat,10.89,2024-02-23T15:30:00
3524,Vegetable,Tomato,49.24,2024-02-21T19:43:00
3525,Fruit,Berry,43.55,2024-01-11T03:37:00
3526,Grain,Wheat,59.3,2024-02-27T19:01:00
3527,Protein,Tofu,99.23,2024-01-23T21:57:00
3528,Grain,Barley,27.8,2024-02-27T10:43:00
3529,Vegetable,Broccoli,51.22,2024-02-16T19:17:00
3530,Dairy,Yogurt,27.16,2024-02-18T10:35:00
3531,Vegetable,Broccoli,28.25,2024-02-21T02:06:00
3532,Protein,Fish,62.97,2024-01-11T03:30:00
3533,Vegetable,Pepper,1.65,2024-02-16T09:07:00
3534,Grain,Corn,17.15,2024-01-06T23:13:00
3535,Grain,Oats,10.36,2024-02-10T08:10:00
3536,Dairy,Cream,82.43,2024-01-18T14:54:00
3537,Fruit,Orange,22.11,2024-02-15T16:09:00
3538,Dairy,Yogurt,76.88,2024-02-12T22:49:00
3539,Fruit,Banana,92.83,2024-01-20T03:23:00
3540,Protein,Beef,33.05,2024-01-18T11:13:00
3541,Grain,Wheat,85.38,2024-02-25T12:50:00
3542,Vegetable,Broccoli,95.71,2024-02-13T02:58:00
3543,Protein,Tofu,78.2,2024-01-25T12:28:00
3544,Vegetable,Broccoli,47.73,2024-01-28T15:15:00
3545,Dairy,Cheese,31.32,2024-03-07T03:31:00
3546,Dairy,Yogurt,45.52,2024-02-08T17:04:00
3547,Protein,Tofu,76.51,2024-01-01T12:23:00
3548,Grain,Rice,96.9,2024-02-02T04:28:00
3549,Vegetable,Pepper,76.94,2024-01-02T18:33:00
3550,Vegetable,Spinach,66.54,2024-01-24T07:05:00
3551,Dairy,Yogurt,3.34,2024-02-08T21:53:00
3552,Grain,Oats,56.25,2024-03-08T06:24:00
3553,Vegetable,Spinach,62.14,2024-02-10T01:25:00
3554,Dairy,Milk,8.37,2024-01-15T14:26:00
3555,Dairy,Butter,94.21,2024-02-23T23:17:00
3556,Grain,Rice,78.34,2024-02-05T12:06:00
3557,Grain,Wheat,28.73,2024-02-25T05:22:00
3558,Protein,Tofu,6.87,2024-01-06T02:35:00
3559,Dairy,Yogurt,54.25,2024-02-09T21:05:00
3560,Dairy,Milk,47.71,2024-03-09T06:01:00
3561,Fruit,Banana,97.74,2024-03-07T16:03:00
3562,Grain,Wheat,87.52,2024-02-23T16:27:00
3563,Dairy,Cream,20.8,2024-01-09T00:15:00
3564,Grain,Wheat,33.46,2024-02-19T18:02:00
3565,Dairy,Cream,53.57,2024-01-27T12:36:00
3566,Fruit,Orange,77.44,2024-01-07T04:33:00
3567,Dairy,Yogurt,90.61,2024-02-10T13:57:00
3568,Vegetable,Spinach,32.81,2024-01-21T17:22:00
3569,Grain,Oats,33.97,2024-03-02T16:23:00
3570,Dairy,Yogurt,60.76,2024-01-03T02:32:00
3571,Vegetable,Carrot,64.58,2024-02-08T21:31:00
3572,Grain,Corn,80.01,2024-02-18T02:18:00
3573,Fruit,Berry,37.97,2024-02-21T11:49:00
3574,Grain,Rice,96.02,2024-01-30T18:29:00
3575,Protein,Tofu,28.98,2024-01-31T09:05:00
3576,Fruit,Apple,56.97,2024-02-20T19:36:00
3577,Fruit,Berry,16.66,2024-02-16T17:45:00
3578,Fruit,Berry,92.33,2024-02-25T12:38:00
3579,Vegetable,Carrot,76.94,2024-02-09T05:25:00
3580,Dairy,Butter,45.68,2024-03-08T06:13:00
3581,Vegetable,Broccoli,8.23,2024-02-28T23:13:00
3582,Protein,Fish,45.95,2024-03-04T00:58:00
3583,Grain,Rice,40.75,2024-01-27T17:50:00
3584,Fruit,Berry,82.99,2024-01-02T17:13:00
3585,Fruit,Orange,32.92,2024-01-14T16:45:00
3586,Dairy,Cheese,58.85,2024-01-30T17:30:00
3587,Protein,Tofu,65.71,2024-01-19T05:37:00
3588,Protein,Fish,89.43,2024-03-06T01:43:00
3589,Protein,Beef,19.7,2024-01-14T11:55:00
3590,Vegetable,Broccoli,18.98,2024-01-03T09:17:00
3591,Protein,Egg,94.5,2024-01-04T14:11:00
3592,Vegetable,Tomato,35.5,2024-01-07T07:18:00
3593,Dairy,Yogurt,92.92,2024-02-29T21:47:00
3594,Vegetable,Spinach,30.99,2024-02-08T14:51:00
3595,Dairy,Cheese,93.69,2024-01-20T18:33:00
3596,Dairy,Milk,14.59,2024-02-10T00:24:00
3597,Fruit-Grape,3.52,2024-03-08T17:10:00
3598,Vegetable,Pepper,5.87,2024-02-09T22:01:00
3599,Grain,Wheat,21.36,2024-02-04T15:13:00
3600,Protein,Chicken,10.19,2024-01-16T22:30:00
3601,Protein,Egg,72.73,2024-01-12T01:51:00
3602,Vegetable,Spinach,12.92,2024-02-14T12:28:00
3603,Protein,Fish,75.22,2024-01-29T20:14:00
3604,Grain,Wheat,21.82,2024-01-09T06:20:00
3605,Protein,Fish,48.32,2024-02-16T07:20:00
3606,Fruit,Grape,2.6,2024-02-04T14:11:00
3607,Grain,Corn,96.2,2024-01-10T02:35:00
3608,Dairy,Yogurt,94.63,2024-01-06T22:39:00
3609,Grain,Oats,23.71,2024-03-04T19:49:00
3610,Fruit,Grape,87.72,2024-01-02T10:37:00
3611,Dairy,Yogurt,5.49,2024-01-23T15:56:00
3612,Vegetable,Tomato,1.92,2024-02-17T04:56:00
3613,Vegetable,Spinach,69.81,2024-03-10T09:14:00
3614,Fruit,Apple,60.02,2024-01-20T02:22:00
3615,Dairy,Yogurt,62.14,2024-01-15T08:01:00
3616,Grain,Wheat,18.29,2024-02-17T04:53:00
3617,Vegetable,Spinach,37.14,2024-01-10T22:58:00
3618,Vegetable,Carrot,50.26,2024-01-28T20:36:00
3619,Grain,Oats,90.99,2024-01-25T03:17:00
3620,Protein,Fish,3.82,2024-01-03T08:25:00
3621,Dairy,Milk,88.99,2024-01-04T02:45:00
3622,Vegetable,Pepper,5.6,2024-02-04T07:38:00
3623,Protein,Egg,17.8,2024-01-10T02:42:00
3624,Fruit,Banana,89.82,2024-01-09T09:14:00
3625,Grain,Rice,12.13,2024-02-13T07:09:00
3626,Grain,Corn,85.76,2024-02-18T20:29:00
3627,Grain,Wheat,85.83,2024-02-27T23:13:00
3628,Fruit,Banana,48.15,2024-01-24T09:07:00
3629,Vegetable,Broccoli,65.98,2024-02-03T06:37:00
3630,Protein,Chicken,48.3,2024-03-09T03:36:00
3631,Protein,Beef,13.46,2024-02-16T20:27:00
3632,Vegetable,Spinach,23.33,2024-01-08T11:32:00
3633,Fruit,Grape,28.95,2024-02-25T23:31:00
3634,Fruit,Orange,23.4,2024-01-17T19:19:00
3635,Dairy,Yogurt,71.34,2024-02-12T01:34:00
3636,Protein,Egg,52.17,2024-01-25T06:40:00
3637,Vegetable,Broccoli,42.78,2024-03-01T04:25:00
3638,Vegetable,Tomato,73.9,2024-01-04T02:45:00
3639,Grain,Rice,79.63,2024-01-17T13:57:00
3640,Fruit,Orange,63.83,2024-01-22T15:32:00
3641,Vegetable,Pepper,32.93,2024-02-22T01:44:00
3642,Grain,Corn,85.91,2024-01-18T02:08:00
3643,Protein,Tofu,45.76,2024-01-20T13:19:00
3644,Grain,Barley,27.02,2024-02-10T00:53:00
3645,Fruit,Banana,65.89,2024-02-16T19:55:00
3646,Dairy,Yogurt,99.67,2024-01-17T23:01:00
3647,Dairy,Yogurt,80.89,2024-02-14T08:38:00
3648,Protein,Tofu,66.66,2024-03-01T19:17:00
3649,Dairy,Cream,27.02,2024-02-03T06:16:00
3650,Grain,Rice,96.51,2024-01-12T11:44:00
3651,Fruit,Orange,97.53,2024-01-11T02:46:00
3652,Fruit,Berry,71.56,2024-01-12T11:54:00
3653,Dairy,Yogurt,45.8,2024-02-20T08:41:00
3654,Fruit,Berry,19.08,2024-02-16T12:05:00
3655,Vegetable,Spinach,84.16,2024-01-21T04:39:00
3656,Fruit,Orange,73.61,2024-02-02T05:11:00
3657,Protein,Egg,78.21,2024-02-21T05:38:00
3658,Protein,Egg,5.65,2024-02-18T12:41:00
3659,Dairy,Cream,23.81,2024-02-18T07:42:00
3660,Vegetable,Broccoli,16.72,2024-03-02T22:20:00
3661,Vegetable,Tomato,23.4,2024-03-09T08:48:00
3662,Vegetable,Tomato,94.28,2024-02-25T11:50:00
3663,Grain,Wheat,28.56,2024-02-06T11:43:00
3664,Dairy,Butter,90.19,2024-02-08T08:15:00
3665,Grain,Corn,32.87,2024-03-06T16:14:00
3666,Dairy,Milk,8.41,2024-03-05T11:23:00
3667,Protein,Fish,21.67,2024-03-07T18:16:00
3668,Protein,Egg,95.97,2024-01-06T09:22:00
3669,Grain,Wheat,15.24,2024-01-15T14:04:00
3670,Vegetable,Pepper,78.84,2024-02-28T19:23:00
3671,Grain,Corn,59.55,2024-01-23T15:00:00
3672,Dairy,Milk,23.4,2024-01-26T03:24:00
3673,Vegetable,Pepper,13.22,2024-03-08T07:48:00
3674,Protein,Beef,21.38,2024-01-13T23:05:00
3675,Dairy,Yogurt,2.07,2024-01-11T16:13:00
3676,Protein,Fish,52.9,2024-02-27T05:04:00
3677,Protein,Tofu,23.99,2024-02-09T21:25:00
3678,Dairy,Milk,54.58,2024-02-25T12:38:00
3679,Grain,Wheat,7.97,2024-03-09T15:41:00
3680,Dairy,Yogurt,95.0,2024-01-04T17:30:00
3681,Grain,Oats,12.17,2024-02-12T11:08:00
3682,Grain,Barley,17.68,2024-03-05T14:29:00
3683,Grain,Oats,23.24,2024-01-10T09:06:00
3684,Fruit,Berry,96.01,2024-02-03T00:00:00
3685,Vegetable,Pepper,83.83,2024-02-09T08:45:00
3686,Grain,Rice,64.17,2024-01-26T12:06:00
3687,Dairy,Yogurt,64.39,2024-01-30T22:20:00
3688,Grain,Oats,98.33,2024-01-08T13:31:00
3689,Fruit,Apple,71.6,2024-02-14T04:41:00
3690,Vegetable,Tomato,50.0,2024-02-23T19:14:00
3691,Grain,Oats,11.29,2024-03-05T11:48:00
3692,Grain,Barley,61.06,2024-02-21T11:36:00
3693,Grain,Barley,52.38,2024-03-01T18:18:00
3694,Grain,Rice,60.56,2024-02-23T17:37:00
3695,Fruit,Berry,10.4,2024-01-22T17:15:00
3696,Dairy,Cream,67.59,2024-02-24T23:02:00
3697,Grain,Corn,72.11,2024-01-04T15:05:00
3698,Dairy,Butter,85.37,2024-02-22T04:29:00
3699,Protein,Chicken,94.08,2024-02-27T04:08:00
3700,Grain,Rice,22.39,2024-01-17T10:49:00
3701,Fruit,Banana,10.78,2024-02-07T12:20:00
3702,Fruit,Grape,85.09,2024-01-24T01:48:00
3703,Dairy,Yogurt,35.89,2024-01-23T15:17:00
3704,Dairy,Butter,78.59,2024-01-30T12:54:00
3705,Grain,Oats,77.09,2024-01-15T14:49:00
3706,Vegetable,Tomato,77.31,2024-02-19T19:32:00
3707,Dairy,Butter,75.58,2024-01-16T15:51:00
3708,Grain,Rice,34.04,2024-02-26T02:33:00
3709,Protein,Beef,32.34,2024-01-28T20:06:00
3710,Fruit,Apple,64.31,2024-01-29T11:35:00
3711,Protein,Tofu,64.31,2024-03-09T20:44:00
3712,Grain,Wheat,27.2,2024-03-05T09:19:00
3713,Grain,Oats,34.36,2024-02-09T20:19:00
3714,Dairy,Cheese,95.97,2024-01-30T09:04:00
3715,Fruit,Apple,19.79,2024-01-29T06:21:00
3716,Protein,Egg,30.32,2024-02-20T23:09:00
3717,Protein,Beef,40.4,2024-03-04T07:38:00
3718,Fruit,Orange,10.24,2024-03-05T18:39:00
3719,Protein,Tofu,85.37,2024-01-14T06:25:00
3720,Dairy,Cream,36.03,2024-01-13T02:36:00
3721,Grain,Rice,84.66,2024-03-08T00:26:00
3722,Dairy,Cream,57.44,2024-01-08T11:35:00
3723,Dairy,Cheese,44.81,2024-01-04T17:04:00
3724,Vegetable,Tomato,16.35,2024-01-25T22:05:00
3725,Fruit,Grape,23.22,2024-03-04T06:25:00
3726,Vegetable,Spinach,87.64,2024-02-10T01:58:00
3727,Vegetable,Spinach,2.23,2024-01-23T04:19:00
3728,Fruit,Berry,48.84,2024-02-09T22:54:00
3729,Grain,Barley,55.57,2024-02-21T17:00:00
3730,Vegetable,Pepper,19.42,2024-02-17T04:50:00
3731,Protein,Tofu,63.1,2024-02-05T05:38:00
3732,Dairy,Yogurt,80.54,2024-01-24T23:44:00
3733,Grain,Oats,37.09,2024-01-22T08:43:00
3734,Dairy,Cream,36.35,2024-03-04T02:18:00
3735,Vegetable,Broccoli,86.13,2024-03-04T22:29:00
3736,Vegetable,Tomato,58.32,2024-01-09T19:04:00
3737,Protein,Tofu,54.0,2024-01-10T12:57:00
3738,Protein,Beef,72.29,2024-03-06T07:32:00
3739,Protein,Beef,47.06,2024-02-22T06:29:00
3740,Fruit,Grape,62.26,2024-02-15T06:00:00
3741,Protein,Tofu,7.4,2024-01-16T14:18:00
3742,Fruit,Berry,45.4,2024-02-29T04:33:00
3743,Fruit,Banana,48.19,2024-03-05T06:57:00
3744,Vegetable,Carrot,68.52,2024-01-06T22:53:00
3745,Dairy,Cream,25.95,2024-03-07T05:49:00
3746,Fruit,Berry,49.59,2024-03-05T02:23:00
3747,Vegetable,Pepper,22.31,2024-02-11T03:39:00
3748,Dairy,Cream,70.02,2024-01-28T17:32:00
3749,Dairy,Cheese,57.42,2024-02-16T05:38:00
3750,Grain,Wheat,76.86,2024-03-03T00:22:00
3751,Protein,Fish,86.41,2024-02-25T11:40:00
3752,Fruit,Banana,59.16,2024-01-07T11:07:00
3753,Protein,Chicken,53.45,2024-03-07T11:32:00
3754,Vegetable,Spinach,25.63,2024-02-24T18:03:00
3755,Vegetable,Spinach,3.92,2024-02-15T01:17:00
3756,Fruit,Banana,9.82,2024-02-06T17:34:00
3757,Protein,Tofu,80.69,2024-02-04T16:56:00
3758,Grain,Wheat,84.88,2024-01-17T15:44:00
3759,Fruit,Banana,36.16,2024-03-05T09:02:00
3760,Grain,Oats,50.47,2024-01-17T19:11:00
3761,Dairy,Butter,20.86,2024-02-01T23:12:00
3762,Fruit,Banana,45.72,2024-01-09T13:24:00
3763,Protein,Fish,3.02,2024-02-25T04:10:00
3764,Fruit,Berry,6.86,2024-02-03T23:09:00
3765,Fruit,Orange,1.17,2024-02-18T03:52:00
3766,Fruit,Apple,33.36,2024-01-28T21:02:00
3767,Fruit,Berry,56.77,2024-01-07T07:34:00
3768,Vegetable,Spinach,64.01,2024-02-15T08:20:00
3769,Vegetable,Tomato,22.62,2024-02-01T10:12:00
3770,Fruit,Orange,60.37,2024-02-22T05:53:00
3771,Vegetable,Pepper,70.93,2024-01-17T03:44:00
3772,Protein,Beef,81.62,2024-02-10T12:20:00
3773,Fruit,Berry,4.84,2024-02-18T22:22:00
3774,Fruit,Banana,93.57,2024-01-10T19:26:00
3775,Dairy,Cheese,59.42,2024-01-16T05:39:00
3776,Fruit,Grape,20.12,2024-01-15T03:09:00
3777,Protein,Fish,93.84,2024-02-29T22:29:00
3778,Protein,Tofu,78.62,2024-01-11T14:14:00
3779,Protein,Chicken,34.5,2024-02-03T06:52:00
3780,Vegetable,Spinach,96.08,2024-02-14T16:05:00
3781,Vegetable,Pepper,5.12,2024-01-06T08:03:00
3782,Grain,Barley,10.78,2024-02-17T07:36:00
3783,Fruit,Banana,91.27,2024-02-21T05:53:00
3784,Protein,Egg,52.65,2024-03-09T21:31:00
3785,Protein,Beef,28.97,2024-01-13T07:57:00
3786,Grain,Wheat,30.0,2024-02-27T00:15:00
3787,Grain,Corn,44.08,2024-01-08T11:58:00
3788,Grain,Rice,49.63,2024-01-30T06:21:00
3789,Protein,Tofu,61.36,2024-01-28T20:14:00
3790,Grain,Oats,77.31,2024-03-04T14:46:00
3791,Fruit,Berry,83.29,2024-01-18T02:51:00
3792,Fruit,Banana,89.32,2024-03-09T01:42:00
3793,Protein,Egg,18.16,2024-01-29T13:11:00
3794,Fruit,Berry,3.77,2024-01-28T13:47:00
3795,Grain,Wheat,35.82,2024-02-18T22:45:00
3796,Fruit,Grape,74.12,2024-02-17T16:39:00
3797,Vegetable,Tomato,37.71,2024-03-04T15:23:00
3798,Fruit,Orange,10.77,2024-01-17T21:40:00
3799,Vegetable,Broccoli,8.22,2024-01-19T12:47:00
3800,Grain,Wheat,57.54,2024-02-25T19:09:00
3801,Fruit,Apple,92.29,2024-01-19T18:04:00
3802,Fruit,Banana,1.47,2024-01-22T21:08:00
3803,Dairy,Cheese,98.72,2024-01-21T18:53:00
3804,Dairy,Butter,5.43,2024-01-13T21:28:00
3805,Protein,Beef,62.55,2024-01-24T12:00:00
3806,Grain,Barley,71.31,2024-02-26T23:56:00
3807,Dairy,Cheese,94.09,2024-02-29T11:14:00
3808,Dairy,Butter,69.34,2024-02-07T20:31:00
3809,Grain,Corn,28.53,2024-01-18T05:57:00
3810,Grain,Oats,60.41,2024-02-27T00:41:00
3811,Grain,Rice,69.9,2024-02-10T21:08:00
3812,Vegetable,Spinach,7.98,2024-01-11T09:52:00
3813,Fruit,Orange,90.32,2024-02-14T11:13:00
3814,Fruit,Orange,54.16,2024-01-16T05:37:00
3815,Dairy,Butter,29.2,2024-01-27T01:44:00
3816,Dairy,Cream,26.89,2024-03-10T06:24:00
3817,Fruit,Grape,82.46,2024-01-19T09:33:00
3818,Fruit,Berry,84.8,2024-01-19T06:37:00
3819,Vegetable,Tomato,99.56,2024-02-12T16:27:00
3820,Grain,Rice,12.03,2024-01-04T11:04:00
3821,Grain,Wheat,9.28,2024-03-04T03:13:00
3822,Fruit,Orange,44.16,2024-02-03T18:14:00
3823,Grain,Wheat,44.76,2024-01-04T17:40:00
3824,Protein,Beef,77.09,2024-03-06T23:35:00
3825,Dairy,Milk,57.31,2024-01-14T21:36:00
3826,Dairy,Yogurt,92.26,2024-02-01T20:50:00
3827,Grain,Wheat,90.25,2024-01-06T03:16:00
3828,Grain,Corn,16.16,2024-01-27T13:27:00
3829,Protein,Chicken,23.3,2024-02-27T02:10:00
3830,Vegetable,Broccoli,66.14,2024-02-09T22:43:00
3831,Fruit,Grape,7.87,2024-01-23T08:54:00
3832,Protein,Egg,29.49,2024-01-15T15:55:00
3833,Vegetable,Tomato,96.45,2024-01-06T03:53:00
3834,Fruit,Apple,41.58,2024-02-18T15:08:00
3835,Fruit,Berry,72.33,2024-03-06T21:46:00
3836,Dairy,Yogurt,4.8,2024-01-10T10:44:00
3837,Vegetable,Carrot,38.74,2024-02-21T05:15:00
3838,Fruit,Grape,77.1,2024-01-11T21:21:00
3839,Vegetable,Carrot,56.8,2024-01-07T17:29:00
3840,Fruit,Grape,93.78,2024-02-28T16:33:00
3841,Grain,Oats,68.88,2024-02-05T04:54:00
3842,Grain,Wheat,68.61,2024-02-25T18:15:00
3843,Dairy,Yogurt,98.03,2024-02-27T22:53:00
3844,Grain,Corn,92.02,2024-01-14T22:32:00
3845,Grain,Barley,88.06,2024-01-21T08:59:00
3846,Vegetable,Broccoli,64.07,2024-01-16T20:52:00
3847,Grain,Oats,88.31,2024-02-03T12:04:00
3848,Fruit,Grape,80.74,2024-01-14T02:32:00
3849,Fruit,Grape,41.63,2024-02-19T06:55:00
3850,Vegetable,Pepper,13.38,2024-02-27T00:36:00
3851,Dairy,Cheese,94.25,2024-02-08T07:59:00
3852,Grain,Corn,73.61,2024-02-10T09:41:00
3853,Grain,Corn,36.99,2024-01-30T16:10:00
3854,Grain,Wheat,72.61,2024-01-19T17:49:00
3855,Vegetable,Spinach,71.55,2024-02-21T17:39:00
3856,Vegetable,Tomato,36.98,2024-02-12T04:15:00
3857,Protein,Tofu,38.11,2024-01-28T22:25:00
3858,Vegetable,Pepper,14.99,2024-01-10T21:20:00
3859,Protein,Tofu,30.73,2024-02-26T18:15:00
3860,Grain,Rice,20.74,2024-01-31T17:40:00
3861,Protein,Beef,66.31,2024-02-17T02:29:00
3862,Grain,Wheat,94.38,2024-01-03T04:04:00
3863,Vegetable,Pepper,57.17,2024-01-16T16:29:00
3864,Dairy,Cream,77.15,2024-02-28T08:48:00
3865,Grain,Barley,78.4,2024-01-19T00:07:00
3866,Vegetable,Pepper,32.33,2024-01-23T08:44:00
3867,Vegetable,Pepper,32.31,2024-02-25T17:38:00
3868,Protein,Chicken,67.94,2024-01-06T22:46:00
3869,Fruit,Apple,1.86,2024-01-05T19:14:00
3870,Dairy,Milk,32.02,2024-02-02T11:12:00
3871,Vegetable,Spinach,95.84,2024-01-28T23:52:00
3872,Fruit,Banana,62.7,2024-01-29T17:13:00
3873,Protein,Tofu,48.03,2024-03-05T01:02:00
3874,Vegetable,Broccoli,31.02,2024-02-21T03:27:00
3875,Vegetable,Spinach,17.16,2024-01-11T18:44:00
3876,Protein,Egg,41.56,2024-02-21T02:58:00
3877,Protein,Tofu,70.29,2024-01-26T14:21:00
3878,Vegetable,Carrot,66.72,2024-01-14T08:21:00
3879,Grain,Rice,75.81,2024-01-13T08:13:00
3880,Grain,Corn,38.56,2024-01-16T12:22:00
3881,Fruit,Berry,69.12,2024-02-02T23:38:00
3882,Grain,Barley,57.62,2024-02-10T17:12:00
3883,Fruit,Grape,94.71,2024-02-21T14:09:00
3884,Dairy,Yogurt,98.79,2024-02-03T16:12:00
3885,Fruit,Orange,14.36,2024-01-28T07:35:00
3886,Grain,Wheat,11.99,2024-03-01T21:14:00
3887,Vegetable,Broccoli,29.94,2024-01-08T13:28:00
3888,Dairy,Cream,98.37,2024-02-15T00:47:00
3889,Fruit,Berry,89.21,2024-02-08T00:33:00
3890,Vegetable,Broccoli,85.27,2024-01-18T11:28:00
3891,Protein,Fish,98.22,2024-01-03T03:12:00
3892,Grain,Oats,90.68,2024-01-05T17:37:00
3893,Vegetable,Broccoli,27.05,2024-02-09T09:47:00
3894,Dairy,Milk,28.01,2024-03-10T03:43:00
3895,Grain,Rice,33.96,2024-01-03T20:32:00
3896,Vegetable,Tomato,2.06,2024-02-22T05:09:00
3897,Fruit,Banana,38.69,2024-02-12T18:59:00
3898,Grain,Corn,4.56,2024-03-02T03:47:00
3899,Dairy,Butter,34.23,2024-02-16T15:45:00
3900,Grain,Corn,71.02,2024-01-13T01:06:00
3901,Dairy,Yogurt,55.69,2024-02-14T11:51:00
3902,Dairy,Yogurt,9.25,2024-02-10T22:45:00
3903,Fruit,Banana,86.29,2024-01-11T07:59:00
3904,Fruit,Orange,80.82,2024-01-10T17:51:00
3905,Vegetable,Carrot,18.53,2024-01-06T21:54:00
3906,Vegetable,Tomato,80.34,2024-01-08T22:53:00
3907,Fruit,Apple,72.59,2024-03-08T00:54:00
3908,Dairy,Cream,7.97,2024-02-23T01:02:00
3909,Grain,Oats,78.83,2024-01-10T15:11:00
3910,Protein,Chicken,6.56,2024-01-13T15:01:00
3911,Vegetable,Carrot,19.37,2024-03-06T09:03:00
3912,Fruit,Apple,43.86,2024-03-03T09:43:00
3913,Vegetable,Spinach,5.95,2024-01-08T05:28:00
3914,Grain,Oats,62.92,2024-01-18T12:49:00
3915,Grain,Wheat,71.12,2024-02-15T02:00:00
3916,Protein,Beef,47.45,2024-03-07T14:07:00
3917,Protein,Chicken,44.81,2024-02-16T04:50:00
3918,Fruit,Apple,18.41,2024-01-18T23:55:00
3919,Dairy,Cheese,87.94,2024-02-22T09:03:00
3920,Vegetable,Carrot,70.58,2024-01-07T21:32:00
3921,Vegetable,Spinach,85.01,2024-03-09T20:07:00
3922,Vegetable,Spinach,40.07,2024-02-23T21:55:00
3923,Dairy,Cream,41.82,2024-02-28T07:24:00
3924,Dairy,Cheese,43.23,2024-02-01T09:08:00
3925,Vegetable,Tomato,1.69,2024-03-03T05:11:00
3926,Dairy,Yogurt,75.68,2024-01-06T21:14:00
3927,Fruit,Apple,49.9,2024-03-07T17:04:00
3928,Fruit,Berry,75.81,2024-02-09T03:33:00
3929,Fruit,Grape,2.19,2024-03-08T17:52:00
3930,Fruit,Banana,59.23,2024-02-02T21:39:00
3931,Protein,Chicken,57.35,2024-03-07T04:28:00
3932,Dairy,Butter,36.45,2024-02-13T17:33:00
3933,Dairy,Butter,30.72,2024-02-14T12:25:00
3934,Dairy,Cream,99.91,2024-01-18T07:41:00
3935,Vegetable,Tomato,17.88,2024-03-03T21:13:00
3936,Dairy,Butter,47.03,2024-02-12T00:28:00
3937,Dairy,Butter,46.9,2024-02-12T06:28:00
3938,Grain,Wheat,15.07,2024-03-09T07:36:00
3939,Grain,Corn,95.01,2024-01-13T16:35:00
3940,Dairy,Butter,98.99,2024-02-27T13:02:00
